,Base Score,Oversample,Oversample Run Time,Oversample Paramaters,ROC Accuracy for Gradient Boosting,Balanced Test Accuracy for Gradient Boosting,ROC Accuracy for Random Forests,Balanced Test Accuracy for Random Forests,ROC Accuracy for Logistic Regression,Balanced Test Accuracy for Logistic Regression,ROC Accuracy for K Nearest Neighbours,Balanced Test Accuracy for K Nearest Neighbours,Geometric Mean Score for Gradient Boosting,Geometric Mean Score for Random Forest,Geometric Mean Score for Logestic Regression,Geometric Mean Score for K Neighbors
0,0,AIS,86.57084536552429,"LOF, MinChange = 0.005",0.7875695732838589,0.787569573283859,0.7170686456400742,0.7170686456400742,0.6057513914656771,0.6057513914656771,0.6057513914656771,0.6057513914656771,0.772918234616442,0.6672848092813054,0.5059937594487832,0.5059937594487832
1,0,SMOTE,0.0513308048248291,NA,0.7662337662337664,0.7662337662337663,0.7309833024118738,0.7309833024118739,0.5231910946196661,0.5231910946196661,0.6595547309833024,0.6595547309833024,0.7644707871564383,0.7309738846478072,0.5186681960445677,0.656069139756628
,Base Score,Oversample,Oversample Run Time,Oversample Paramaters,ROC Accuracy for Gradient Boosting,Balanced Test Accuracy for Gradient Boosting,ROC Accuracy for Random Forests,Balanced Test Accuracy for Random Forests,ROC Accuracy for Logistic Regression,Balanced Test Accuracy for Logistic Regression,ROC Accuracy for K Nearest Neighbours,Balanced Test Accuracy for K Nearest Neighbours,Geometric Mean Score for Gradient Boosting,Geometric Mean Score for Random Forest,Geometric Mean Score for Logestic Regression,Geometric Mean Score for K Neighbors
0,0,AIS,70.96290898323059,"LOF, MinChange = 0.005",0.6482479784366577,0.6482479784366577,0.61455525606469,0.6145552560646901,0.6954177897574124,0.6954177897574124,0.5956873315363881,0.5956873315363882,0.6098915108332981,0.519174131651165,0.6421829348658247,0.5086846840791568
1,0,SMOTE,0.010402917861938477,NA,0.5727762803234502,0.5727762803234501,0.5633423180592992,0.5633423180592991,0.6536388140161725,0.6536388140161724,0.5013477088948787,0.5013477088948787,0.5543262830069895,0.5469838888514659,0.6484482825963503,0.4526055147935819
,Base Score,Oversample,Oversample Run Time,Oversample Paramaters,ROC Accuracy for Gradient Boosting,Balanced Test Accuracy for Gradient Boosting,ROC Accuracy for Random Forests,Balanced Test Accuracy for Random Forests,ROC Accuracy for Logistic Regression,Balanced Test Accuracy for Logistic Regression,ROC Accuracy for K Nearest Neighbours,Balanced Test Accuracy for K Nearest Neighbours,Geometric Mean Score for Gradient Boosting,Geometric Mean Score for Random Forest,Geometric Mean Score for Logestic Regression,Geometric Mean Score for K Neighbors
0,0,AIS,76.37178087234497,"LOF, MinChange = 0.005",0.5130932896890343,0.5130932896890343,0.5556464811783961,0.5556464811783961,0.5834697217675942,0.5834697217675942,0.527823240589198,0.527823240589198,0.36634167018318065,0.3837961815881402,0.46480025803463915,0.27438370161499687
1,0,SMOTE,0.007105112075805664,NA,0.5433715220949263,0.5433715220949263,0.585924713584288,0.5859247135842881,0.5220949263502455,0.5220949263502455,0.5965630114566285,0.5965630114566285,0.519662486462448,0.5502565983783564,0.5036690259734471,0.5576429234864962
,Base Score,Oversample,Oversample Run Time,Oversample Paramaters,ROC Accuracy for Gradient Boosting,Balanced Test Accuracy for Gradient Boosting,ROC Accuracy for Random Forests,Balanced Test Accuracy for Random Forests,ROC Accuracy for Logistic Regression,Balanced Test Accuracy for Logistic Regression,ROC Accuracy for K Nearest Neighbours,Balanced Test Accuracy for K Nearest Neighbours,Geometric Mean Score for Gradient Boosting,Geometric Mean Score for Random Forest,Geometric Mean Score for Logestic Regression,Geometric Mean Score for K Neighbors
0,0,AIS,50.13374090194702,"LOF, MinChange = 0.005",0.6887824897400822,0.688782489740082,0.7058823529411764,0.7058823529411764,0.6477428180574555,0.6477428180574556,0.6354309165526676,0.6354309165526676,0.6533089510325999,0.6416889479197478,0.6032288860120084,0.5359829304916209
1,0,SMOTE,0.010692834854125977,NA,0.5779753761969905,0.5779753761969904,0.6600547195622435,0.6600547195622435,0.5259917920656634,0.5259917920656635,0.6073871409028728,0.6073871409028728,0.5535607903054655,0.6469966392206304,0.5230657809659415,0.5917813771642473
,Base Score,Oversample,Oversample Run Time,Oversample Paramaters,ROC Accuracy for Gradient Boosting,Balanced Test Accuracy for Gradient Boosting,ROC Accuracy for Random Forests,Balanced Test Accuracy for Random Forests,ROC Accuracy for Logistic Regression,Balanced Test Accuracy for Logistic Regression,ROC Accuracy for K Nearest Neighbours,Balanced Test Accuracy for K Nearest Neighbours,Geometric Mean Score for Gradient Boosting,Geometric Mean Score for Random Forest,Geometric Mean Score for Logestic Regression,Geometric Mean Score for K Neighbors
0,0,AIS,57.8753776550293,"LOF, MinChange = 0.005",0.6545454545454545,0.6545454545454545,0.5909090909090909,0.5909090909090909,0.5363636363636364,0.5363636363636364,0.5,0.5,0.6030226891555273,0.44312936752559784,0.4177863742936748,0.0
1,0,SMOTE,0.005623340606689453,NA,0.7272727272727272,0.7272727272727273,0.6272727272727272,0.6272727272727272,0.43636363636363634,0.4363636363636364,0.5909090909090908,0.5909090909090909,0.7160497697278261,0.5846521887568555,0.36680438185149117,0.5592202363356255
